_id,index,stageIds,gameId,createdAt,target,targetNum,repNum,trialNum,numPlayers,countCorrect,speaker,submitted,playerId,correct,response,time,tangram
RGbhxyCZytvMZbzwv,0,"SBwYQD7WwNeyvvzEr,jY92vE2nKpG6eT8QQ",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_G.png,0,0,0,6,2,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,FALSE,/experiment/tangram_B.png,41.998,G
WiLXAC43dCy2Nt5nR,1,"QzM9EZYCpKLQZriTj,HH6vgAAkFowACueoS",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_H.png,1,0,1,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_H.png,127.807,H
NpKyQJhSQStBmuTnp,2,"zYKYM6QEiasCXNxTu,gsiP53ADAKyyWGTkW",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_B.png,2,0,2,6,2,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_B.png,149.813,B
Q2YdoGTGQZjWPxFhP,3,"ifemze4dmrk9jsnWM,qC85vjCvceph34X4b",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_L.png,3,0,3,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_L.png,99.322,L
vXmjSgH8TE8uGHXCZ,4,"9iagGL4obDv2AXhzZ,yshJ4yCQJjF3TE6M8",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_C.png,4,0,4,6,4,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_C.png,51.042,C
Af8FAGP9YkNHmypH2,5,"AoHyJMi2QhD3yCigN,py5etu2fCY2NaZpCF",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_F.png,5,0,5,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_F.png,39.022,F
RampukWjX3GcQsN3D,6,"j8NkgRkxmLBmR9sAB,zTncW73YTvvXeJicC",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_E.png,6,0,6,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_E.png,40.196,E
GqRwxEs3RJjeBA8nK,7,"Pr3XkZGktSrXFnYpT,TwYsmL52A2xQBRxgG",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_K.png,7,0,7,6,4,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_K.png,85.115,K
F677cB6bwhhQt7GKY,8,"SqEZ6qvMbbMHtaroT,mYibFW9tJh4fiXzuD",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_I.png,8,0,8,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_I.png,31.953,I
vMwTAFFuaSvQruHM8,9,"MSRCuDk5GwCZM5RKr,msBFwBcEnH7hKtXNG",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_J.png,9,0,9,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_J.png,63.618,J
py9jsQni9tnrjmsAr,10,"FdmLBMnitodZsSE4w,kKXty33aXDFgCzgs2",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_A.png,10,0,10,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_A.png,41.614,A
ZabQNQnjWQhwCDyYk,11,"BnLW5PbnYCn7Ma4cE,zgXyvaYoTgFKvvQXH",xKTsk28qPp6F5oEnP,2022-07-13T19:24:45Z,/experiment/tangram_D.png,11,0,11,6,5,FrnhKwZFKX6ouvQGf,TRUE,35ggG3QwSot8oDu4W,TRUE,/experiment/tangram_D.png,16.739,D
