_id,playerId,gameId,createdAt,data.age,data.gender,data.language,data.raceWhite,data.raceBlack,data.raceAsian,data.raceNative,data.raceIslander,data.raceHispanic,data.education,data.correctness,data.human,data.workedWell,data.fair,data.chatUseful,data.feedback,data.time
dWigMDyq22iyzi923,AqroxQcEFaGYvSXcK,,2021-07-22T22:50:08Z,19,male,english,,,true,,,,someCollege,yes,yes,neutral,yes,yes,no,yes
LMN5oKBqdi3bQobs3,8EtzDGtxpchtoMmvu,rHhNxKwZ5tqhMuiAF,2021-07-22T22:51:14Z,20,Male,English,true,,,,,,highSchool,yes,yes,stronglyAgree,Very fair,Yes,No ,Plenty of time
q7Yb6i6BLDLtwzjfi,FavLJQrT3u2zqtypC,rHhNxKwZ5tqhMuiAF,2021-07-22T22:51:31Z,28,Male,English,true,,,,,,bachelor,yes,yes,agree,"Don't know, 1 left early lol\n",yes it was easy to use and was going well,only problem was 1 player disconnecting,Yep we had enough time
79kwyQWLk3YGoAjqj,mNQPANYLNyhJbBNjc,rHhNxKwZ5tqhMuiAF,2021-07-22T22:51:43Z,62,Male,English,true,,,,,,someCollege,yes,yes,agree,Yes,Yes,None,Yes
4Xi9sFGwRWtfEAA4n,Rx3HtzCsRtCDu3DTq,rHhNxKwZ5tqhMuiAF,2021-07-22T22:51:51Z,30,Male,English,,true,,,,,,yes,yes,stronglyAgree,,Yes it was,I had fun until the partner disconnected,Yes time was enough
QyrKYqSCEsFajeZT3,Zpi9RLGG7JSBpZeeS,rHhNxKwZ5tqhMuiAF,2021-07-22T22:51:57Z,24,Male,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yeah it was fair enough!,"Yeah it was, easy to use, worked well.",,Yeah plenty of time to think and ask questions.
NuwFujji2rp56QfWc,trF6N9eLEMkszkX3j,2omkaJ32ZD8Xw8zFg,2021-07-22T22:58:30Z,20,Male,English,true,,,,,,someCollege,yes,yes,agree,Yes,Yes,Disappointed that a team member disconnected,More than enough
mYfj5rodC7dax9c3c,tEgBteD5qbnzzpnQs,2omkaJ32ZD8Xw8zFg,2021-07-22T22:58:33Z,51,female,english,true,,,,,,master,yes,yes,agree,,yes,,no
KckpRh3s7dcDwz7gB,RNgBgrvyqF3NrsuQv,2omkaJ32ZD8Xw8zFg,2021-07-22T22:58:50Z,46,Female,English,true,,,,,,highSchool,yes,yes,agree,"Yes, more than fair.",Yes.,"No, it was fun.",Absolutely!
FXCkMQQ2bqPRo6buo,zkgdxHYAkFtQB84Bv,2omkaJ32ZD8Xw8zFg,2021-07-22T22:59:10Z,49,Male,English,true,,,,,,bachelor,yes,,stronglyAgree,Yes but it is a shame that one of the people involved was cut off,Yes I was using it actively,It worked really well,Yes 
d28hRQ8ja6Qzu4cus,9F5eRhbD67MtWveHt,2omkaJ32ZD8Xw8zFg,2021-07-22T22:59:23Z,20,Female,Zulu,,true,,,,,someCollege,yes,yes,neutral,yes,yes,no,yes
CD3JBkoZwutJgo7Cq,yn9e93JCMzuGuX7KM,TzJFJ7WRqnrbHmjj6,2021-07-22T23:01:39Z,33,female,english,,true,,,,,someCollege,yes,yes,disagree,Yes i feel the game was fair. But it was ended short because someone left and we didnt get a chance to finish the game,Yes.,Someone left and ended the game early. I was really interested in finishing up the game.,Yes.
2ywy5YCtGragcCm4K,KcD9qYragzmbAZdxJ,TzJFJ7WRqnrbHmjj6,2021-07-22T23:01:45Z,36,Female,English,true,,,,,,master,yes,yes,agree,yes,very easy,"Nope, because other players are disconnected ",very enough
ET2aasHCwqyR63nT3,PYH6W89dmGkSuwMWb,TzJFJ7WRqnrbHmjj6,2021-07-22T23:02:53Z,32,male,english,true,,,,,,bachelor,yes,yes,stronglyAgree,no,yes very easy,no,yes
oB8GqRXP5niyN6QDe,o8ewEXGdz3CQ7EqrC,TzJFJ7WRqnrbHmjj6,2021-07-22T23:03:01Z,25,Female,English,true,,,,,,someCollege,yes,yes,neutral,"Yeah with it being very interactive, I'm glad it was above 10 bucks.","Very easy, and worked well.","I was disappointed that because of connection issues it didn't last very long, was actually excited to play the game. I would totally do a full 6 rounds of this, even with friends.",Plenty of time for the speaker to describe and for the listeners to ask questions if need be.
E6vGANaSAommwuEWR,2y7f7Ri8PC4iDBavv,,2021-07-22T23:03:08Z,25,Female,English,false,true,,,,,bachelor,yes,yes,neutral,Yes,No,The games i was eligible to were full,No
WmAATZtXmFtX5su69,v93bpYoEf9qXNk7i9,,2021-07-22T23:05:28Z,24,Male,English,,,true,,,,bachelor,yes,,,,,,
qaTtzymempijcqswb,9KePGtkogiQBBDdLu,,2021-07-22T23:05:39Z,40,male,english,true,,,,,,someCollege,yes,yes,agree,"yes, noone showed up :()",,,
axtim2L8QS7c2SF79,AuhNR73jftDZtHgGq,,2021-07-22T23:05:48Z,35,Male,English,,,true,,,,someCollege,yes,no,neutral,Yes,Yes,,No
62yfz3r93nRau8uhz,ZyzdNL6h9Ra3PiRKy,,2021-07-22T23:05:53Z,30,male,English,true,,,,,,bachelor,yes,yes,stronglyAgree,"""Not enough players to start the game""","""Not enough players to start the game""","""Not enough players to start the game""","""Not enough players to start the game"""
MSZPf7nu9HCAQ4o7L,RgXWQo4t8ZjcXBPem,,2021-07-22T23:06:00Z,26,female,English,true,,,,,,bachelor,no,yes,,,,,
oxYB5QdxmXLzHmMS3,YqoDfsCX8RiZxk6i5,,2021-07-22T23:06:01Z,27,,,,true,,,,,bachelor,yes,yes,neutral,Yes,N/A,N/A,N/A
s76NwAho7hNdxrptc,JXWPswr3h9vHhXX7p,,2021-07-22T23:06:18Z,21,female,english,,true,,,,,someCollege,yes,yes,neutral,yes,yes,no,yes
GFCc9EJGc7tJetYYa,DdB9BSrDw9knwPQtT,,2021-07-22T23:06:19Z,30,male,english,true,,,,,,bachelor,yes,yes,stronglyAgree,no,very easy,no,yes
Pkf4Wjgq9ycAcNLXk,sLLd2PDJGJ6XCAy6T,,2021-07-22T23:07:21Z,35,Male,English,true,,,,,,bachelor,yes,yes,neutral,Not sure. Not enough players to complete task unfortunately. Task aborted by the organisation doing the study.,Not sure. Not enough players to complete task unfortunately. Task aborted by the organisation doing the study.,Not enough players to complete task unfortunately. Task aborted by the organisation doing the study.,Not sure. Not enough players to complete task unfortunately. Task aborted by the organisation doing the study.
v4nzHsWyBQ2QrvjFH,uGga7SS34TCLMT65N,x8BXJBHh3RxchPoHv,2021-07-22T23:10:12Z,29,Male,English,true,,,,,,someCollege,yes,yes,stronglyAgree,Yes,Yes,No,Yes
QuwRMpRfh4G7wz3M6,APorxfw5ZESs4jLDh,x8BXJBHh3RxchPoHv,2021-07-22T23:10:20Z,27,Female,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes.,Very. ,No I thought it was enjoyable. ,Definitely.
vM2y6Ko4rEjEw4HdZ,sbbZjCbgL3mgcxuGG,x8BXJBHh3RxchPoHv,2021-07-22T23:10:22Z,23,Male,English,true,,,,,,someCollege,yes,yes,stronglyAgree,Very Fair,Yes,No problems,Yes
GjvzS5ZyRCeSASynd,scBqpMzfFon9Bjpsy,,2021-07-22T23:10:35Z,35,male,English,false,true,,,,,master,yes,no,neutral,yes,i don't know,yes,yea
yFE2vAx22z2b4nZJM,7Z4SwRXiCpQkW2LA2,x8BXJBHh3RxchPoHv,2021-07-22T23:11:02Z,55,Male,English,true,,,,,,bachelor,yes,yes,stronglyAgree,Yes,Yes,no,More than enough after the second round
DLcAEJTwrvwBvx68r,ACWNsNNDjsRBXEM8u,55uXKbqaShw7M2wCX,2021-07-22T23:11:03Z,19,Male,English,true,,,,,,someCollege,yes,yes,stronglyAgree,Pay is fair,Very easy to use!,,More than enough time
