row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,countCorrect,speaker,submitted
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,the person is facing the right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,with their knees bent,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,it looks like their hands are out facing the right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,legs bent?,5p4sT5FWj7m7RjGiN,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,got it i think,BdL6aJuxWJhqQCqSg,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,like feet flicking up?,5p4sT5FWj7m7RjGiN,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,"not feet flicking up, it looks like they have their knees bent",SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,squatting,BdL6aJuxWJhqQCqSg,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,"This looks like a person balancing on one leg, with one leg sticking up",SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_I.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,They're facing left with two hands out towards the left,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_I.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,looks like a figure skater,BdL6aJuxWJhqQCqSg,/experiment/tangram_I.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,This person looks like a diagonal,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_C.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,arms in the air?,BdL6aJuxWJhqQCqSg,/experiment/tangram_C.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE
