_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,data.tangramURLs,data.roleList,data.name,data.avatar,data.nameColor,data.bonus,data.role,data.clicked,data.timeClick,data.exitTimeoutId,data.exited
sbbZjCbgL3mgcxuGG,,2021-07-22T22:33:55Z,,,ExitSurvey,2021-07-22T23:09:40Z,finished,,,,2021-07-22T22:29:42Z,"/experiment/tangram_I.png,/experiment/tangram_J.png,/experiment/tangram_D.png,/experiment/tangram_L.png,/experiment/tangram_B.png,/experiment/tangram_C.png,/experiment/tangram_F.png,/experiment/tangram_K.png,/experiment/tangram_G.png,/experiment/tangram_A.png,/experiment/tangram_H.png,/experiment/tangram_E.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Hera,/avatars/jdenticon/Riley,#997E32,2.790000000000002,listener,/experiment/tangram_H.png,15090,,
doyjppTGir9d3mbSt,,2021-07-22T22:35:31Z,,,ExitSurvey,2021-07-22T23:48:59Z,finished,,,,2021-07-22T22:29:43Z,"/experiment/tangram_C.png,/experiment/tangram_I.png,/experiment/tangram_H.png,/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_J.png,/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_L.png,/experiment/tangram_F.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Riley,#997E32,2.6500000000000004,speaker,false,false,,
uGga7SS34TCLMT65N,,2021-07-22T22:34:31Z,,,ExitSurvey,2021-07-22T23:09:40Z,finished,,,,2021-07-22T22:29:43Z,"/experiment/tangram_F.png,/experiment/tangram_L.png,/experiment/tangram_B.png,/experiment/tangram_E.png,/experiment/tangram_J.png,/experiment/tangram_K.png,/experiment/tangram_G.png,/experiment/tangram_A.png,/experiment/tangram_I.png,/experiment/tangram_D.png,/experiment/tangram_C.png,/experiment/tangram_H.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Zuda,/avatars/jdenticon/Mason,#BD75D1,2.5900000000000016,listener,/experiment/tangram_H.png,3764,,
BdL6aJuxWJhqQCqSg,,2021-07-22T22:31:35Z,,,ExitSurvey,2021-07-22T23:10:29Z,finished,,,,2021-07-22T22:29:43Z,"/experiment/tangram_C.png,/experiment/tangram_F.png,/experiment/tangram_E.png,/experiment/tangram_I.png,/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_A.png,/experiment/tangram_K.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.7400000000000015,listener,/experiment/tangram_I.png,38034,,
RNgBgrvyqF3NrsuQv,,2021-07-22T22:46:39Z,,,"Sorry,ExitSurvey",2021-07-22T22:57:26Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2021-07-22T22:29:44Z,"/experiment/tangram_A.png,/experiment/tangram_H.png,/experiment/tangram_J.png,/experiment/tangram_L.png,/experiment/tangram_I.png,/experiment/tangram_K.png,/experiment/tangram_B.png,/experiment/tangram_G.png,/experiment/tangram_D.png,/experiment/tangram_F.png,/experiment/tangram_C.png,/experiment/tangram_E.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,0.08,listener,false,false,54909,true
xNPXEJ2csiCgtcqEP,,,,,,2021-07-22T23:04:45Z,gameLobbyTimedOut,,,,2021-07-22T22:29:45Z,,,,,,,,,,,
yeuP6LxJx7DEGRnoL,,2021-07-22T22:35:46Z,,,ExitSurvey,2021-07-22T23:44:29Z,finished,,,,2021-07-22T22:29:49Z,"/experiment/tangram_G.png,/experiment/tangram_L.png,/experiment/tangram_K.png,/experiment/tangram_F.png,/experiment/tangram_D.png,/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_A.png,/experiment/tangram_B.png,/experiment/tangram_J.png,/experiment/tangram_E.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Zuda,/avatars/jdenticon/Mason,#BD75D1,2.700000000000001,listener,/experiment/tangram_D.png,12581,,
taKic7f5MRs5mtdAh,,2021-07-22T22:33:31Z,,,ExitSurvey,2021-07-22T23:28:55Z,finished,,,,2021-07-22T22:29:50Z,"/experiment/tangram_J.png,/experiment/tangram_C.png,/experiment/tangram_F.png,/experiment/tangram_I.png,/experiment/tangram_L.png,/experiment/tangram_E.png,/experiment/tangram_B.png,/experiment/tangram_K.png,/experiment/tangram_H.png,/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_G.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Zuda,/avatars/jdenticon/Mason,#BD75D1,2.5800000000000014,listener,/experiment/tangram_E.png,6842,,
bhgdLERsJZsyygLSq,,2021-07-22T22:33:24Z,,,ExitSurvey,2021-07-22T23:28:55Z,finished,,,,2021-07-22T22:29:51Z,"/experiment/tangram_B.png,/experiment/tangram_F.png,/experiment/tangram_K.png,/experiment/tangram_D.png,/experiment/tangram_L.png,/experiment/tangram_J.png,/experiment/tangram_A.png,/experiment/tangram_E.png,/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_C.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.7700000000000014,listener,/experiment/tangram_E.png,12868,,
8E5cNEk3uBc5sktkX,,2021-07-22T22:33:28Z,,,ExitSurvey,2021-07-22T23:28:55Z,finished,,,,2021-07-22T22:29:51Z,"/experiment/tangram_J.png,/experiment/tangram_E.png,/experiment/tangram_C.png,/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_G.png,/experiment/tangram_L.png,/experiment/tangram_I.png,/experiment/tangram_F.png,/experiment/tangram_K.png,/experiment/tangram_H.png,/experiment/tangram_A.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Alaina,#7ACC66,2.740000000000001,speaker,false,false,,
ta9YLSrNBRpkCeKcM,,2021-07-22T22:37:58Z,,,ExitSurvey,2021-07-23T01:12:54Z,finished,,,,2021-07-22T22:29:52Z,"/experiment/tangram_G.png,/experiment/tangram_B.png,/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_A.png,/experiment/tangram_L.png,/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_D.png,/experiment/tangram_J.png,/experiment/tangram_I.png,/experiment/tangram_F.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Zuda,/avatars/jdenticon/Mason,#BD75D1,1.860000000000001,listener,/experiment/tangram_I.png,32588,,
d2eJjBuWNDfGmza2s,,,,,,2021-07-22T23:04:45Z,gameLobbyTimedOut,,,,2021-07-22T22:29:52Z,,,,,,,,,,,
8EtzDGtxpchtoMmvu,,2021-07-22T22:37:14Z,,,"Sorry,ExitSurvey",2021-07-22T22:50:15Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,,,2021-07-22T22:29:54Z,"/experiment/tangram_J.png,/experiment/tangram_B.png,/experiment/tangram_A.png,/experiment/tangram_G.png,/experiment/tangram_K.png,/experiment/tangram_I.png,/experiment/tangram_L.png,/experiment/tangram_H.png,/experiment/tangram_D.png,/experiment/tangram_E.png,/experiment/tangram_C.png,/experiment/tangram_F.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Repi,/avatars/jdenticon/Samuel,#8138A8,0.43999999999999995,listener,/experiment/tangram_I.png,29266,33221,true
bohdK5Fufz9C4SewN,,2021-07-22T22:33:26Z,,,ExitSurvey,2021-07-22T23:28:55Z,finished,,,,2021-07-22T22:29:54Z,"/experiment/tangram_A.png,/experiment/tangram_E.png,/experiment/tangram_J.png,/experiment/tangram_B.png,/experiment/tangram_K.png,/experiment/tangram_G.png,/experiment/tangram_D.png,/experiment/tangram_L.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_I.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Hera,/avatars/jdenticon/Riley,#997E32,2.770000000000002,listener,/experiment/tangram_E.png,5491,,
po2Kc9pGb6B3wwFAh,,2021-07-22T22:33:55Z,,,ExitSurvey,2021-07-22T23:09:40Z,finished,,,,2021-07-22T22:29:55Z,"/experiment/tangram_G.png,/experiment/tangram_J.png,/experiment/tangram_A.png,/experiment/tangram_C.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_D.png,/experiment/tangram_L.png,/experiment/tangram_I.png,/experiment/tangram_B.png,/experiment/tangram_K.png","speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker",Laju,/avatars/jdenticon/Katherine,#3D45B7,2.670000000000001,speaker,false,false,,
Yk4EN2Y3oGJuzXHoY,,2021-07-22T22:37:17Z,,,ExitSurvey,2021-07-23T01:12:54Z,finished,,,,2021-07-22T22:29:56Z,"/experiment/tangram_H.png,/experiment/tangram_C.png,/experiment/tangram_D.png,/experiment/tangram_I.png,/experiment/tangram_L.png,/experiment/tangram_K.png,/experiment/tangram_E.png,/experiment/tangram_B.png,/experiment/tangram_F.png,/experiment/tangram_A.png,/experiment/tangram_G.png,/experiment/tangram_J.png","listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener,listener",Minu,/avatars/jdenticon/Alaina,#7ACC66,1.9300000000000013,listener,/experiment/tangram_I.png,59703,,
