_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
KFrjwHTgnJ8JF4Adj,,lobby,300,fail,,,2021-07-22T22:20:56Z,
