row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,countCorrect,speaker,submitted
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,Hello?,SNKZcpXznSxMQbtXL,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,Hi,xzEFcLxSaz7ZmqRw6,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,"the picture looks like someone kneeling down on the floor and holding their hands out in front of them, feet sticking up behind them, elbows sticking out slightly behind their back",Q5Bs5Daz3vBi66sSW,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,which way is the square on their head?,XBjhcfLtesgASpEW2,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,is it a diamond?,XBjhcfLtesgASpEW2,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,yes,xzEFcLxSaz7ZmqRw6,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,yeah like a diamond,Q5Bs5Daz3vBi66sSW,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,"Got it, thanks.",XBjhcfLtesgASpEW2,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,good description,xzEFcLxSaz7ZmqRw6,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,thanks,Q5Bs5Daz3vBi66sSW,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,you've got the hardest job :),xzEFcLxSaz7ZmqRw6,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
FSWWK4E8vW82TAEj2,1,"JPWv4De39s28TqGom,qXgr5tso3ZcLRZdcc",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,1,0,1,6,"I guess it looks like a dog sitting down, with a big pointy face, a diamond on its head and a triangle on the back of its head?",Q5Bs5Daz3vBi66sSW,/experiment/tangram_B.png,speaker,3,Q5Bs5Daz3vBi66sSW,TRUE
FSWWK4E8vW82TAEj2,1,"JPWv4De39s28TqGom,qXgr5tso3ZcLRZdcc",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,1,0,1,6,Hard to describe,Q5Bs5Daz3vBi66sSW,/experiment/tangram_B.png,speaker,3,Q5Bs5Daz3vBi66sSW,TRUE
FSWWK4E8vW82TAEj2,1,"JPWv4De39s28TqGom,qXgr5tso3ZcLRZdcc",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,1,0,1,6,is the base like a lightning bolt?,XBjhcfLtesgASpEW2,/experiment/tangram_B.png,listener,3,Q5Bs5Daz3vBi66sSW,TRUE
FSWWK4E8vW82TAEj2,1,"JPWv4De39s28TqGom,qXgr5tso3ZcLRZdcc",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,1,0,1,6,good description! I think I got it,8qpTxRSMtKdunwcqh,/experiment/tangram_B.png,listener,3,Q5Bs5Daz3vBi66sSW,TRUE
FSWWK4E8vW82TAEj2,1,"JPWv4De39s28TqGom,qXgr5tso3ZcLRZdcc",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,1,0,1,6,or is it a backwards l shape?,XBjhcfLtesgASpEW2,/experiment/tangram_B.png,listener,3,Q5Bs5Daz3vBi66sSW,TRUE
