_id,index,stageIds,gameId,createdAt,target,targetNum,repNum,trialNum,numPlayers,countCorrect,speaker,submitted,playerId,correct,response,time,tangram
7hkQitvpzWzLYmqsQ,0,"oHJqKk7mnHQXxo6bR,Pn38JXdLSF3jWmBR3",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_G.png,0,0,0,4,0,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,FALSE,/experiment/tangram_B.png,34.712,G
tywCoAdX8FZS6pxkb,1,"c2iyJTYwsrXsGAGfL,LXoXMwkLzxoyR3Pfk",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_L.png,1,0,1,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_L.png,46.139,L
d2CkQZTeKNYMks2rj,2,"bgbHF6LzEcRQFDB7n,nSLgSCSLbdgfmdQGn",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_C.png,2,0,2,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_C.png,23.069,C
wvNeRNnimGQ5QqZT5,3,"PWKAaTG7xJeF4xc9E,CqhHT5SxXqb3DmRjm",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_D.png,3,0,3,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_D.png,25.6,D
ZND2Z6M7fm8mjgBxL,4,"s9mfvyrLXmqNJLgh3,9YwuPnnc5CZ8iRh7j",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_J.png,4,0,4,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_J.png,109.636,J
GhfMqpAd2L65PojLv,5,"timiA5wXxWrpKQNFv,DXKb6R9NJgN5i32vR",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_A.png,5,0,5,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_A.png,42.885,A
eQYrDKSNDhnyw45fb,6,"s8W2Ry4eMtdPCgoH7,gvpCCfu7iMXYSzE5m",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_B.png,6,0,6,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_B.png,38.684,B
KJgjvsp8DnR3A94tR,7,"ehBxcm45BCeB56KuF,Nyi2xSMgsw5SFG88w",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_F.png,7,0,7,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_F.png,19.607,F
uXWZJ2kzSPSBLEaNa,8,"YWaC7BMtdcTf8wMDQ,HBWvgQYaJRLSip7kP",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_K.png,8,0,8,4,2,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_K.png,62.773,K
ZGihRQmN3dtm4AHaj,9,"v2tR2AXAaXix6vquq,aNw9XNh2T97Zw2y6Z",3WzEi9zkHF77vdTw5,2021-05-04T21:45:59Z,/experiment/tangram_E.png,9,0,9,4,3,qZYMtuyj2SBfZk8XH,TRUE,hv4nKRCaDiRgPQjY4,TRUE,/experiment/tangram_E.png,24.27,E
