row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,type,countCorrect,speaker,submitted
rpqWTiDJ2QrdWgYvC,7,"FNodnBEbj3shhqfFm,zEDXQCBqPXwe8SruA",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,7,0,7,6,	✅ ,cy6HigPTSWTac7Xqy,/experiment/tangram_J.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
rpqWTiDJ2QrdWgYvC,7,"FNodnBEbj3shhqfFm,zEDXQCBqPXwe8SruA",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,7,0,7,6,	✅ ,KmWbAeCwcagamgCTG,/experiment/tangram_J.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
a7CXPXDEhriaJzXCT,8,"SXxXFkzhPLjfaqYvW,cYkTvdvrpfyz23uXy",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,8,0,8,6,Looks like a man falling backwards with his arms in the air,qXfAnzBoZ64SMpq3Q,/experiment/tangram_C.png,speaker,message,5,qXfAnzBoZ64SMpq3Q,TRUE
a7CXPXDEhriaJzXCT,8,"SXxXFkzhPLjfaqYvW,cYkTvdvrpfyz23uXy",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,8,0,8,6,	✅ ,cy6HigPTSWTac7Xqy,/experiment/tangram_C.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
a7CXPXDEhriaJzXCT,8,"SXxXFkzhPLjfaqYvW,cYkTvdvrpfyz23uXy",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,8,0,8,6,	✅ ,tbTZ8oZNvSzj9kCeA,/experiment/tangram_C.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
a7CXPXDEhriaJzXCT,8,"SXxXFkzhPLjfaqYvW,cYkTvdvrpfyz23uXy",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,8,0,8,6,	✅ ,cy6HigPTSWTac7Xqy,/experiment/tangram_C.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
a7CXPXDEhriaJzXCT,8,"SXxXFkzhPLjfaqYvW,cYkTvdvrpfyz23uXy",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,8,0,8,6,	✅ ,KmWbAeCwcagamgCTG,/experiment/tangram_C.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,QWwsugysdZETSqF5F,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,KmWbAeCwcagamgCTG,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
ne5RJBGsAErXuRp65,9,"pPBQ92xPWT6GbG3vo,YRxamGo6tRPCaxDW8",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,9,0,9,6,🤔,cy6HigPTSWTac7Xqy,/experiment/tangram_G.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
