_id,index,name,displayName,startTimeAt,durationInSeconds,roundId,gameId,createdAt,data.log
ch9tYMeximoQmfGy4,0,selection,Selection,2022-08-10T16:35:08Z,180,DmpzvxWZayuCCfecQ,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-08-10T16:35:07.848Z""}"
dNFvzznSEpneqxCnh,1,feedback,Feedback,,5,DmpzvxWZayuCCfecQ,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
8H4XojmYMNAcf6PgK,2,selection,Selection,,180,6fyKH7Gt7gznagBK8,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
3fDvn7Nd8pyqcLFBN,3,feedback,Feedback,,5,6fyKH7Gt7gznagBK8,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
tJcqghDSzMpigXKAA,4,selection,Selection,,180,4PhBixsAirNyFg8aH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
6F9waoweDq7LsNaWZ,5,feedback,Feedback,,5,4PhBixsAirNyFg8aH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
zn7fNwmSeEeTRo3x2,6,selection,Selection,,180,ZDzL6f8sjJLBAQYNW,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
qg8kwasucWySTjrGZ,7,feedback,Feedback,,5,ZDzL6f8sjJLBAQYNW,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
GSjk6WDcJS5f3SdDh,8,selection,Selection,,180,FA6MSjesKLiXk8Y95,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
YBstaZe85M7xpNgSA,9,feedback,Feedback,,5,FA6MSjesKLiXk8Y95,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
F4hegNQ5Q2yopQiLH,10,selection,Selection,,180,rH8HHAbzezjtNDWZH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
f3zddZ5qdASoPQFTg,11,feedback,Feedback,,5,rH8HHAbzezjtNDWZH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
9AqZoQcuNPj5S4KLF,12,selection,Selection,,180,mzoc8bcPL2WGKKbL5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
H4PR4Aqnzrk9Tmyyw,13,feedback,Feedback,,5,mzoc8bcPL2WGKKbL5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
gMXhZLNyuGBhCFjvZ,14,selection,Selection,,180,SnuQqgnAQ4Pm85yCJ,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
ESLvyALu5FkKQjftC,15,feedback,Feedback,,5,SnuQqgnAQ4Pm85yCJ,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
oR9QDMcZTKucPYx2C,16,selection,Selection,,180,Ry74zjSix4YqAcQJW,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
stEAfcynQwxCKbSft,17,feedback,Feedback,,5,Ry74zjSix4YqAcQJW,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
NSZobq7FoGgQkGes8,18,selection,Selection,,180,FwaNG3jzr62hu7BZf,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
HkDJvuhD75hrbn4aD,19,feedback,Feedback,,5,FwaNG3jzr62hu7BZf,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
kDQBnKdG9pcCqoGvo,20,selection,Selection,,180,b5yZnqAHv7hXhdsaH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
pXdNoEJWqNaZ2xkLN,21,feedback,Feedback,,5,b5yZnqAHv7hXhdsaH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
MbbpABTiTnbBnzpup,22,selection,Selection,,180,tisnXR4bYfX7w2uqx,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
GhjpgyjjhRD3drLrh,23,feedback,Feedback,,5,tisnXR4bYfX7w2uqx,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
FqDxRJ2AovC7dXvk7,24,selection,Selection,,180,LyGMvPQDaWva2MewH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
jBADMnRJHC3SGw5rF,25,feedback,Feedback,,5,LyGMvPQDaWva2MewH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
wot8iuuvnspkyGBnA,26,selection,Selection,,180,wXSJhNjcgaBrh2Xf5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
nLYXyGwbznTaRjWeM,27,feedback,Feedback,,5,wXSJhNjcgaBrh2Xf5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
NoLnutk8TG5JHLxsN,28,selection,Selection,,180,ywqrDcudTAt693ZsS,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
ovWxoABRHhnCTcrgC,29,feedback,Feedback,,5,ywqrDcudTAt693ZsS,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
vHW3tcNKTRAodm32a,30,selection,Selection,,180,Zt4jvNmYcjhLi6ngT,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
SifRdp2mr5FSwAMee,31,feedback,Feedback,,5,Zt4jvNmYcjhLi6ngT,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
sWYDvEew5xBLMDcmK,32,selection,Selection,,180,WEw9ci9tpNxkyFfgk,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
W5fwAYmwBe9MH5MRZ,33,feedback,Feedback,,5,WEw9ci9tpNxkyFfgk,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
kNDvMRQqM9NCyDmyF,34,selection,Selection,,180,updvcpYPd4TSrD7tb,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
m74Ss3bNGtSBvmTYA,35,feedback,Feedback,,5,updvcpYPd4TSrD7tb,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
6rJrWgDhCPcraHKMm,36,selection,Selection,,180,J68C2tW9mab3dR5EM,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
xFC7fF2SxQvbayQda,37,feedback,Feedback,,5,J68C2tW9mab3dR5EM,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
ksGYHT6vJEJtHMJer,38,selection,Selection,,180,w6xpvECkgK9sYHtj5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
GfRQ5XNrjcCFPpjLq,39,feedback,Feedback,,5,w6xpvECkgK9sYHtj5,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
R8ZNfwJJHmR4QWBYE,40,selection,Selection,,180,kAszSQmP2Kn7dH5iE,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
WkMA2C8SgBYPxEcL9,41,feedback,Feedback,,5,kAszSQmP2Kn7dH5iE,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
PnNp5vfdmFPQnng8w,42,selection,Selection,,180,Ktu5i2GPhLyJAX4zE,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
QHiS8eZu5cttT3ApW,43,feedback,Feedback,,5,Ktu5i2GPhLyJAX4zE,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
E8fbJGNgDKZZ8yHTE,44,selection,Selection,,180,jFaFeiMSyPfJbJ66L,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
FwChxuTvtB2PRHMgs,45,feedback,Feedback,,5,jFaFeiMSyPfJbJ66L,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
sexmyWd46ATgcPfaL,46,selection,Selection,,180,xtu7kPkXHREzmsGbf,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
m3KsEft9M9W4SojPv,47,feedback,Feedback,,5,xtu7kPkXHREzmsGbf,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
Bn8EQRgX7vsAkgcth,48,selection,Selection,,180,FmCpqXuvGrEZTg7Gr,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
3eJPFPtcWMZJCWjbf,49,feedback,Feedback,,5,FmCpqXuvGrEZTg7Gr,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
if2YfWiB3mtuvr3dC,50,selection,Selection,,180,6PHfNYNNM8GfnAJ5i,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
7p5Bsr7JNgEGgXqH3,51,feedback,Feedback,,5,6PHfNYNNM8GfnAJ5i,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
dTMfiXJuv2sdHgCRb,52,selection,Selection,,180,RPw3BSfRujsKQcnWH,gpw48EoKqfanW2sNN,2022-08-10T16:35:06Z,
