gameId,trialNum,repNum,tangram,playerId,role,numPlayers,text,total_num_words,total_num_chars,_id,index,stageIds,createdAt,target,targetNum,countCorrect,speaker,submitted,correct,response,time
5YemzfWzaNvobjKS2,0,0,L,QxmYqmK679ruTG7wK,speaker,6,"The picture of the person kneeling at a lectern is the one to choose Almost looks like someone kneeling at Catholic church, The back is straight not indented",28,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,1,0,A,QxmYqmK679ruTG7wK,speaker,6,"Ok this one shows the person kicking their right foot forward not backward, Other foot on the grown square head back, ground",22,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,2,0,C,QxmYqmK679ruTG7wK,speaker,6,"This shows the person leaning forward, arms outstretched like they're about to fly",14,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,3,0,J,QxmYqmK679ruTG7wK,speaker,6,This one has the head like a diamond over an almost completely square body with only a triangle pointing out to one side on the very top shoulder,28,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,4,0,G,QxmYqmK679ruTG7wK,speaker,6,"This one looks like it has two horse hooves sticking out, with the head on the back side and the bottom long and flat along the ground",27,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,5,0,D,QxmYqmK679ruTG7wK,speaker,6,"This one looks like a professor standing straight up at a podium back is straight, bottom has ""foot"" triangle under podium,, Not fat",24,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,6,0,K,QxmYqmK679ruTG7wK,speaker,6,"Ok this one is the one a couple of you chose as wrong on the last one Looks like a person kneeling, with two diamond shapes on top of each other in a direct straight line, kneeling with a triangle pointing straight up on the ""backside """,47,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,7,0,B,QxmYqmK679ruTG7wK,speaker,6,"This one has 3 shapes on top A triangle showing 2 sides on the left, a square in the middle and a full triangle on the right with a slumped ""body"" underneath",32,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,8,0,F,QxmYqmK679ruTG7wK,speaker,6,"This one looks like a pregnant or fat woman sitting down on a cube with square head bent forward, curb, Bent knee",22,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5YemzfWzaNvobjKS2,9,0,H,QxmYqmK679ruTG7wK,speaker,6,This one shows a person shaped like a solid cube kneeling,11,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
