_id,name,required,description,type,min,max,createdAt,archivedAt
PoMi2Xd3niofB5XiN,playerCount,true,The Number of players participating in the given game.,Integer,1,,2021-05-04T21:25:21Z,
kJddTH8X4Y6Df7SPA,selectionDuration,true,how many seconds do participants have to complete a tangram selection trial,String,,,2021-05-04T21:25:29Z,
oTmtc6KmQb77CaDTC,submitCode,true,code for submission to prolific/mturk,String,,,2021-05-04T21:25:29Z,
uWvpQqxyNi8Dz6CSn,rounds,false,number of rounds,Integer,1,,2021-05-04T21:25:29Z,
tJ642Av4buu8Q5w73,feedbackDuration,false,how many seconds the feedback is displayed for,Integer,1,100,2021-05-04T21:25:29Z,
ZkXeabrJhX4KfX8yj,listenerBonus,false,how much a listener is paid per correct answer (in cents),Integer,1,10,2021-05-04T21:25:29Z,
PbMKWFHGq7qHwK6NL,rotateSpeaker,false,is there one speaker for the whole game or does it rotate,Boolean,2,,2021-05-04T21:29:48Z,
